,index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
9538,68736,100000025,"(106.73299999999999, 10.8007)","(106.68799999999999, 10.7858)","(106.633, 10.8123)","('trần_não', 'nam_kỳ_khởi_nghĩa', 'trường_chinh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9539,69039,100000025,"(106.73299999999999, 10.8007)","(106.682, 10.7915)","(106.681, 10.7926)","('trần_não', 'cầu_công_lý', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_12_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
9540,69104,100000025,"(106.73299999999999, 10.8007)","(106.681, 10.7926)","(106.624, 10.8153)","('trần_não', 'nguyễn_văn_trỗi', 'tây_thạnh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
9541,69570,100000025,"(106.73299999999999, 10.8007)","(106.61200000000001, 10.8196)","(106.613, 10.8176)","('trần_não', 'm14', 'cn1')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9542,69582,100000025,"(106.73299999999999, 10.8007)","(106.61200000000001, 10.8196)","(106.62799999999999, 10.8119)","('trần_não', 'm14', 'chế_lan_viên')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9543,70250,100000025,"(106.73200000000001, 10.8)","(106.721, 10.7981)","(106.682, 10.7915)","('empty', 'điện_biên_phủ', 'cầu_công_lý')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_12_quận_phú_nhuận')"
9544,70278,100000025,"(106.73200000000001, 10.8)","(106.721, 10.7981)","(106.624, 10.8153)","('empty', 'điện_biên_phủ', 'tây_thạnh')",12,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9545,70677,100000025,"(106.73200000000001, 10.8)","(106.713, 10.8014)","(106.68799999999999, 10.7858)","('empty', 'cầu_vượt_ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa')",14,True,"('phường_thảo_điền_quận_2', 'phường_25_quận_bình_thạnh', 'phường_8_quận_3')"
9546,70755,100000025,"(106.73200000000001, 10.8)","(106.711, 10.8015)","(106.681, 10.7926)","('empty', 'ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9547,71287,100000025,"(106.73200000000001, 10.8)","(106.697, 10.7906)","(106.61200000000001, 10.8196)","('empty', 'đinh_tiên_hoàng', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
9548,72034,100000025,"(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","(106.667, 10.8005)","('empty', 'nam_kỳ_khởi_nghĩa', 'phan_đình_giót')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9549,72039,100000025,"(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","(106.61200000000001, 10.8183)","('empty', 'nam_kỳ_khởi_nghĩa', 'số_18')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_bình_hưng_hòa_quận_bình_tân')"
9550,72045,100000025,"(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","(106.62299999999999, 10.8163)","('empty', 'nam_kỳ_khởi_nghĩa', 'cn2')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9551,72057,100000025,"(106.73200000000001, 10.8)","(106.68799999999999, 10.7858)","(106.633, 10.8123)","('empty', 'nam_kỳ_khởi_nghĩa', 'trường_chinh')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9552,72321,100000025,"(106.73200000000001, 10.8)","(106.68299999999999, 10.7908)","(106.681, 10.7926)","('empty', 'empty', 'nguyễn_văn_trỗi')",14,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9553,72841,100000025,"(106.73200000000001, 10.8)","(106.667, 10.8005)","(106.61200000000001, 10.8196)","('empty', 'phan_đình_giót', 'm14')",12,True,"('phường_thảo_điền_quận_2', 'phường_8_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9554,72889,100000025,"(106.73200000000001, 10.8)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8183)","('empty', 'm14', 'số_18')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9555,72895,100000025,"(106.73200000000001, 10.8)","(106.61200000000001, 10.8196)","(106.62299999999999, 10.8163)","('empty', 'm14', 'cn2')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9556,72907,100000025,"(106.73200000000001, 10.8)","(106.61200000000001, 10.8196)","(106.633, 10.8123)","('empty', 'm14', 'trường_chinh')",12,True,"('phường_thảo_điền_quận_2', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9557,73125,100000025,"(106.73200000000001, 10.8)","(106.62799999999999, 10.8119)","(106.62899999999999, 10.8121)","('empty', 'chế_lan_viên', 'chế_lan_viên')",12,True,"('phường_thảo_điền_quận_2', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9558,73896,100000025,"(106.73100000000001, 10.7996)","(106.713, 10.8014)","(106.71, 10.8012)","('cầu_sài_gòn_1', 'cầu_vượt_ngã_tư_hàng_xanh', 'cầu_vượt_ngã_tư_hàng_xanh')",14,True,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_15_quận_bình_thạnh')"
9559,88973,100000025,"(106.721, 10.7981)","(106.713, 10.8014)","(106.624, 10.8153)","('điện_biên_phủ', 'cầu_vượt_ngã_tư_hàng_xanh', 'tây_thạnh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9560,89029,100000025,"(106.721, 10.7981)","(106.711, 10.8015)","(106.667, 10.8005)","('điện_biên_phủ', 'ngã_tư_hàng_xanh', 'phan_đình_giót')",12,True,"('phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9561,89034,100000025,"(106.721, 10.7981)","(106.711, 10.8015)","(106.61200000000001, 10.8183)","('điện_biên_phủ', 'ngã_tư_hàng_xanh', 'số_18')",12,True,"('phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9562,89040,100000025,"(106.721, 10.7981)","(106.711, 10.8015)","(106.62299999999999, 10.8163)","('điện_biên_phủ', 'ngã_tư_hàng_xanh', 'cn2')",12,True,"('phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9563,89052,100000025,"(106.721, 10.7981)","(106.711, 10.8015)","(106.633, 10.8123)","('điện_biên_phủ', 'ngã_tư_hàng_xanh', 'trường_chinh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9564,90580,100000025,"(106.721, 10.7981)","(106.68299999999999, 10.7908)","(106.682, 10.7915)","('điện_biên_phủ', 'empty', 'cầu_công_lý')",12,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_3', 'phường_12_quận_phú_nhuận')"
9565,90608,100000025,"(106.721, 10.7981)","(106.68299999999999, 10.7908)","(106.624, 10.8153)","('điện_biên_phủ', 'empty', 'tây_thạnh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9566,90647,100000025,"(106.721, 10.7981)","(106.682, 10.7915)","(106.624, 10.8153)","('điện_biên_phủ', 'cầu_công_lý', 'tây_thạnh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_12_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
9567,91100,100000025,"(106.721, 10.7981)","(106.667, 10.8005)","(106.666, 10.800999999999998)","('điện_biên_phủ', 'phan_đình_giót', 'phan_đình_giót')",12,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
9568,91210,100000025,"(106.721, 10.7981)","(106.61200000000001, 10.8183)","(106.613, 10.8176)","('điện_biên_phủ', 'số_18', 'số_18')",12,True,"('phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9569,91309,100000025,"(106.721, 10.7981)","(106.62299999999999, 10.8163)","(106.624, 10.8154)","('điện_biên_phủ', 'cn2', 'cn2')",12,True,"('phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9570,91399,100000025,"(106.721, 10.7981)","(106.633, 10.8123)","(106.633, 10.8111)","('điện_biên_phủ', 'trường_chinh', 'trường_chinh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9571,104575,100000025,"(106.713, 10.8014)","(106.711, 10.8015)","(106.681, 10.7926)","('cầu_vượt_ngã_tư_hàng_xanh', 'ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",14,True,"('phường_25_quận_bình_thạnh', 'phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9572,104737,100000025,"(106.713, 10.8014)","(106.708, 10.8005)","(106.624, 10.8153)","('cầu_vượt_ngã_tư_hàng_xanh', 'điện_biên_phủ', 'tây_thạnh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9573,105090,100000025,"(106.713, 10.8014)","(106.697, 10.7906)","(106.682, 10.7915)","('cầu_vượt_ngã_tư_hàng_xanh', 'đinh_tiên_hoàng', 'cầu_công_lý')",12,True,"('phường_25_quận_bình_thạnh', 'phường_đa_kao_quận_1', 'phường_12_quận_phú_nhuận')"
9574,105838,100000025,"(106.713, 10.8014)","(106.68799999999999, 10.7858)","(106.68299999999999, 10.7908)","('cầu_vượt_ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'empty')",14,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_3', 'phường_8_quận_3')"
9575,105867,100000025,"(106.713, 10.8014)","(106.68799999999999, 10.7858)","(106.624, 10.8153)","('cầu_vượt_ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'tây_thạnh')",14,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9576,106661,100000025,"(106.713, 10.8014)","(106.667, 10.8005)","(106.61200000000001, 10.8196)","('cầu_vượt_ngã_tư_hàng_xanh', 'phan_đình_giót', 'm14')",12,True,"('phường_25_quận_bình_thạnh', 'phường_8_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9577,106709,100000025,"(106.713, 10.8014)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8183)","('cầu_vượt_ngã_tư_hàng_xanh', 'm14', 'số_18')",12,True,"('phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9578,106715,100000025,"(106.713, 10.8014)","(106.61200000000001, 10.8196)","(106.62299999999999, 10.8163)","('cầu_vượt_ngã_tư_hàng_xanh', 'm14', 'cn2')",12,True,"('phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9579,106727,100000025,"(106.713, 10.8014)","(106.61200000000001, 10.8196)","(106.633, 10.8123)","('cầu_vượt_ngã_tư_hàng_xanh', 'm14', 'trường_chinh')",12,True,"('phường_25_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9580,106807,100000025,"(106.713, 10.8014)","(106.613, 10.8176)","(106.615, 10.8182)","('cầu_vượt_ngã_tư_hàng_xanh', 'cn1', 'cn1')",12,True,"('phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9581,106945,100000025,"(106.713, 10.8014)","(106.62799999999999, 10.8119)","(106.62899999999999, 10.8121)","('cầu_vượt_ngã_tư_hàng_xanh', 'chế_lan_viên', 'chế_lan_viên')",12,True,"('phường_25_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú', 'phường_tây_thạnh_quận_tân_phú')"
9582,106989,100000025,"(106.711, 10.8015)","(106.71, 10.8012)","(106.681, 10.7926)","('ngã_tư_hàng_xanh', 'cầu_vượt_ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi')",14,True,"('phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9583,107070,100000025,"(106.711, 10.8015)","(106.708, 10.8005)","(106.667, 10.8005)","('ngã_tư_hàng_xanh', 'điện_biên_phủ', 'phan_đình_giót')",12,True,"('phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_8_quận_phú_nhuận')"
9584,107075,100000025,"(106.711, 10.8015)","(106.708, 10.8005)","(106.61200000000001, 10.8183)","('ngã_tư_hàng_xanh', 'điện_biên_phủ', 'số_18')",12,True,"('phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân')"
9585,107081,100000025,"(106.711, 10.8015)","(106.708, 10.8005)","(106.62299999999999, 10.8163)","('ngã_tư_hàng_xanh', 'điện_biên_phủ', 'cn2')",12,True,"('phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9586,107093,100000025,"(106.711, 10.8015)","(106.708, 10.8005)","(106.633, 10.8123)","('ngã_tư_hàng_xanh', 'điện_biên_phủ', 'trường_chinh')",12,True,"('phường_21_quận_bình_thạnh', 'phường_15_quận_bình_thạnh', 'phường_tây_thạnh_quận_tân_phú')"
9587,107453,100000025,"(106.711, 10.8015)","(106.697, 10.7906)","(106.61200000000001, 10.8196)","('ngã_tư_hàng_xanh', 'đinh_tiên_hoàng', 'm14')",12,True,"('phường_21_quận_bình_thạnh', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
9588,108200,100000025,"(106.711, 10.8015)","(106.68799999999999, 10.7858)","(106.667, 10.8005)","('ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'phan_đình_giót')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9589,108205,100000025,"(106.711, 10.8015)","(106.68799999999999, 10.7858)","(106.61200000000001, 10.8183)","('ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'số_18')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_3', 'phường_bình_hưng_hòa_quận_bình_tân')"
9590,108211,100000025,"(106.711, 10.8015)","(106.68799999999999, 10.7858)","(106.62299999999999, 10.8163)","('ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'cn2')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9591,108223,100000025,"(106.711, 10.8015)","(106.68799999999999, 10.7858)","(106.633, 10.8123)","('ngã_tư_hàng_xanh', 'nam_kỳ_khởi_nghĩa', 'trường_chinh')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_3', 'phường_tây_thạnh_quận_tân_phú')"
9592,108487,100000025,"(106.711, 10.8015)","(106.68299999999999, 10.7908)","(106.681, 10.7926)","('ngã_tư_hàng_xanh', 'empty', 'nguyễn_văn_trỗi')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
9593,108526,100000025,"(106.711, 10.8015)","(106.682, 10.7915)","(106.681, 10.7926)","('ngã_tư_hàng_xanh', 'cầu_công_lý', 'nguyễn_văn_trỗi')",14,True,"('phường_21_quận_bình_thạnh', 'phường_12_quận_phú_nhuận', 'phường_8_quận_phú_nhuận')"
9594,108591,100000025,"(106.711, 10.8015)","(106.681, 10.7926)","(106.624, 10.8153)","('ngã_tư_hàng_xanh', 'nguyễn_văn_trỗi', 'tây_thạnh')",14,True,"('phường_21_quận_bình_thạnh', 'phường_8_quận_phú_nhuận', 'phường_tây_thạnh_quận_tân_phú')"
9595,109057,100000025,"(106.711, 10.8015)","(106.61200000000001, 10.8196)","(106.613, 10.8176)","('ngã_tư_hàng_xanh', 'm14', 'cn1')",12,True,"('phường_21_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9596,109069,100000025,"(106.711, 10.8015)","(106.61200000000001, 10.8196)","(106.62799999999999, 10.8119)","('ngã_tư_hàng_xanh', 'm14', 'chế_lan_viên')",12,True,"('phường_21_quận_bình_thạnh', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9597,123915,100000025,"(106.697, 10.7906)","(106.697, 10.7911)","(106.667, 10.8005)","('đinh_tiên_hoàng', 'đinh_tiên_hoàng', 'phan_đình_giót')",12,True,"('phường_đa_kao_quận_1', 'phường_đa_kao_quận_1', 'phường_8_quận_phú_nhuận')"
9598,123920,100000025,"(106.697, 10.7906)","(106.697, 10.7911)","(106.61200000000001, 10.8183)","('đinh_tiên_hoàng', 'đinh_tiên_hoàng', 'số_18')",12,True,"('phường_đa_kao_quận_1', 'phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân')"
9599,123926,100000025,"(106.697, 10.7906)","(106.697, 10.7911)","(106.62299999999999, 10.8163)","('đinh_tiên_hoàng', 'đinh_tiên_hoàng', 'cn2')",12,True,"('phường_đa_kao_quận_1', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
9600,123938,100000025,"(106.697, 10.7906)","(106.697, 10.7911)","(106.633, 10.8123)","('đinh_tiên_hoàng', 'đinh_tiên_hoàng', 'trường_chinh')",12,True,"('phường_đa_kao_quận_1', 'phường_đa_kao_quận_1', 'phường_tây_thạnh_quận_tân_phú')"
9601,124907,100000025,"(106.697, 10.7906)","(106.68299999999999, 10.7908)","(106.61200000000001, 10.8196)","('đinh_tiên_hoàng', 'empty', 'm14')",12,True,"('phường_đa_kao_quận_1', 'phường_8_quận_3', 'phường_bình_hưng_hòa_quận_bình_tân')"
9602,124946,100000025,"(106.697, 10.7906)","(106.682, 10.7915)","(106.61200000000001, 10.8196)","('đinh_tiên_hoàng', 'cầu_công_lý', 'm14')",12,True,"('phường_đa_kao_quận_1', 'phường_12_quận_phú_nhuận', 'phường_bình_hưng_hòa_quận_bình_tân')"
9603,125457,100000025,"(106.697, 10.7906)","(106.61200000000001, 10.8196)","(106.61200000000001, 10.8195)","('đinh_tiên_hoàng', 'm14', 'm14')",12,True,"('phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_bình_hưng_hòa_quận_bình_tân')"
9604,125467,100000025,"(106.697, 10.7906)","(106.61200000000001, 10.8196)","(106.624, 10.8153)","('đinh_tiên_hoàng', 'm14', 'tây_thạnh')",12,True,"('phường_đa_kao_quận_1', 'phường_bình_hưng_hòa_quận_bình_tân', 'phường_tây_thạnh_quận_tân_phú')"
9605,144680,100000025,"(106.68799999999999, 10.7858)","(106.68299999999999, 10.7908)","(106.667, 10.8005)","('nam_kỳ_khởi_nghĩa', 'empty', 'phan_đình_giót')",14,True,"('phường_8_quận_3', 'phường_8_quận_3', 'phường_8_quận_phú_nhuận')"
